Date,Open,High,Low,Close,Adj Close,Volume
2017-09-11,11.380000,11.390000,10.510000,10.730000,10.730000,0
2017-09-12,10.660000,10.950000,10.290000,10.580000,10.580000,0
2017-09-13,10.720000,10.860000,10.330000,10.500000,10.500000,0
2017-09-14,10.570000,11.040000,10.280000,10.440000,10.440000,0
2017-09-15,10.510000,10.740000,10.000000,10.170000,10.170000,0
2017-09-18,10.180000,10.420000,9.880000,10.150000,10.150000,0
2017-09-19,10.160000,10.300000,9.850000,10.180000,10.180000,0
2017-09-20,10.040000,10.670000,9.670000,9.780000,9.780000,0
2017-09-21,9.740000,10.210000,9.540000,9.670000,9.670000,0
2017-09-22,9.900000,10.200000,9.500000,9.590000,9.590000,0
2017-09-25,10.080000,11.210000,9.790000,10.210000,10.210000,0
2017-09-26,10.420000,10.680000,9.940000,10.170000,10.170000,0
2017-09-27,9.900000,10.420000,9.630000,9.870000,9.870000,0
2017-09-28,9.740000,10.130000,9.550000,9.550000,9.550000,0
2017-09-29,9.590000,9.830000,9.360000,9.510000,9.510000,0
2017-10-02,9.590000,10.040000,9.370000,9.450000,9.450000,0
2017-10-03,9.300000,9.750000,9.300000,9.510000,9.510000,0
2017-10-04,9.530000,9.880000,9.530000,9.630000,9.630000,0
2017-10-05,9.480000,9.620000,9.130000,9.190000,9.190000,0
2017-10-06,9.230000,10.270000,9.110000,9.650000,9.650000,0
2017-10-09,9.920000,10.530000,9.880000,10.330000,10.330000,0
2017-10-10,10.150000,10.660000,9.940000,10.080000,10.080000,0
2017-10-11,9.950000,10.380000,9.720000,9.850000,9.850000,0
2017-10-12,9.940000,10.330000,9.650000,9.910000,9.910000,0
2017-10-13,9.950000,9.980000,9.440000,9.610000,9.610000,0
2017-10-16,9.950000,10.020000,9.750000,9.910000,9.910000,0
2017-10-17,9.850000,10.460000,9.780000,10.310000,10.310000,0
2017-10-18,10.340000,10.410000,9.870000,10.070000,10.070000,0
2017-10-19,10.220000,11.770000,9.990000,10.050000,10.050000,0
2017-10-20,9.920000,10.040000,9.290000,9.970000,9.970000,0
2017-10-23,10.250000,11.080000,9.940000,11.070000,11.070000,0
2017-10-24,10.890000,11.160000,10.390000,11.160000,11.160000,0
2017-10-25,11.340000,13.200000,10.990000,11.230000,11.230000,0
2017-10-26,11.170000,11.810000,10.600000,11.300000,11.300000,0
2017-10-27,11.120000,11.120000,9.740000,9.800000,9.800000,0
2017-10-30,10.280000,10.890000,10.100000,10.500000,10.500000,0
2017-10-31,10.340000,10.370000,9.900000,10.180000,10.180000,0
2017-11-01,9.790000,10.490000,9.740000,10.200000,10.200000,0
2017-11-02,10.440000,10.890000,9.670000,9.930000,9.930000,0
2017-11-03,9.830000,9.910000,8.990000,9.140000,9.140000,0
2017-11-06,9.630000,9.740000,9.380000,9.400000,9.400000,0
2017-11-07,9.310000,10.310000,9.290000,9.890000,9.890000,0
2017-11-08,9.790000,10.270000,9.500000,9.780000,9.780000,0
2017-11-09,9.940000,12.190000,9.790000,10.500000,10.500000,0
2017-11-10,10.780000,11.580000,10.500000,11.290000,11.290000,0
2017-11-13,11.430000,12.180000,11.000000,11.500000,11.500000,0
2017-11-14,11.530000,12.610000,11.450000,11.590000,11.590000,0
2017-11-15,12.520000,14.510000,12.330000,13.130000,13.130000,0
2017-11-16,12.470000,12.520000,11.380000,11.760000,11.760000,0
2017-11-17,11.750000,12.010000,11.160000,11.430000,11.430000,0
2017-11-20,11.960000,12.080000,10.440000,10.650000,10.650000,0
2017-11-21,10.740000,10.780000,9.670000,9.730000,9.730000,0
2017-11-22,9.600000,9.880000,9.320000,9.880000,9.880000,0
2017-11-24,9.820000,9.960000,8.560000,9.670000,9.670000,0
2017-11-27,10.070000,10.260000,9.790000,9.870000,9.870000,0
2017-11-28,9.720000,10.310000,9.530000,10.030000,10.030000,0
2017-11-29,9.910000,10.930000,9.810000,10.700000,10.700000,0
2017-11-30,10.490000,12.050000,10.250000,11.280000,11.280000,0
2017-12-01,11.190000,14.580000,10.540000,11.430000,11.430000,0
2017-12-04,11.050000,11.860000,10.260000,11.680000,11.680000,0
2017-12-05,11.380000,11.670000,10.650000,11.330000,11.330000,0
2017-12-06,11.630000,11.680000,10.860000,11.020000,11.020000,0
2017-12-07,10.900000,11.320000,10.120000,10.160000,10.160000,0
2017-12-08,10.000000,10.060000,9.430000,9.580000,9.580000,0
2017-12-11,9.740000,10.080000,9.280000,9.340000,9.340000,0
2017-12-12,9.360000,9.920000,9.210000,9.920000,9.920000,0
2017-12-13,9.780000,10.210000,9.650000,10.180000,10.180000,0
2017-12-14,9.980000,10.540000,9.780000,10.490000,10.490000,0
2017-12-15,10.120000,10.200000,9.220000,9.420000,9.420000,0
2017-12-18,9.460000,9.890000,9.240000,9.530000,9.530000,0
2017-12-19,9.400000,10.150000,9.180000,10.030000,10.030000,0
2017-12-20,9.690000,9.850000,8.900000,9.720000,9.720000,0
2017-12-21,9.590000,9.860000,9.200000,9.620000,9.620000,0
2017-12-22,9.370000,10.180000,9.350000,9.900000,9.900000,0
2017-12-26,10.190000,10.460000,10.130000,10.250000,10.250000,0
2017-12-27,10.040000,10.790000,9.710000,10.470000,10.470000,0
2017-12-28,10.290000,10.440000,10.070000,10.180000,10.180000,0
2017-12-29,10.030000,11.060000,9.950000,11.040000,11.040000,0
2018-01-02,10.950000,11.070000,9.520000,9.770000,9.770000,0
2018-01-03,9.560000,9.650000,8.940000,9.150000,9.150000,0
2018-01-04,9.010000,9.310000,8.920000,9.220000,9.220000,0
2018-01-05,9.100000,9.540000,9.000000,9.220000,9.220000,0
2018-01-08,9.610000,9.890000,9.320000,9.520000,9.520000,0
2018-01-09,9.410000,10.090000,9.370000,10.080000,10.080000,0
2018-01-10,10.110000,10.850000,9.820000,9.820000,9.820000,0
2018-01-11,9.690000,10.020000,9.620000,9.880000,9.880000,0
2018-01-12,9.740000,10.310000,9.540000,10.160000,10.160000,0
2018-01-16,10.420000,12.410000,10.400000,11.660000,11.660000,0
2018-01-17,11.350000,12.810000,11.180000,11.910000,11.910000,0
2018-01-18,12.010000,12.400000,11.620000,12.220000,12.220000,0
2018-01-19,12.300000,12.330000,11.180000,11.270000,11.270000,0
2018-01-22,11.590000,11.620000,10.840000,11.030000,11.030000,0
2018-01-23,10.770000,11.570000,10.760000,11.100000,11.100000,0
2018-01-24,11.000000,12.190000,10.890000,11.470000,11.470000,0
2018-01-25,11.270000,12.010000,11.200000,11.580000,11.580000,0
2018-01-26,11.400000,11.600000,11.080000,11.080000,11.080000,0
2018-01-29,11.710000,13.840000,11.680000,13.840000,13.840000,0
2018-01-30,13.930000,15.420000,13.880000,14.790000,14.790000,0
2018-01-31,14.230000,14.440000,13.410000,13.540000,13.540000,0
2018-02-01,13.050000,14.300000,12.500000,13.470000,13.470000,0
2018-02-02,13.640000,17.860001,13.640000,17.309999,17.309999,0
2018-02-05,18.440001,38.799999,16.799999,37.320000,37.320000,0
2018-02-06,37.320000,50.299999,22.420000,29.980000,29.980000,0
2018-02-07,31.379999,31.639999,21.170000,27.730000,27.730000,0
2018-02-08,27.290001,36.169998,24.410000,33.459999,33.459999,0
2018-02-09,32.180000,41.060001,27.730000,29.059999,29.059999,0
2018-02-12,27.250000,29.700001,24.420000,25.610001,25.610001,0
2018-02-13,26.940001,27.820000,24.469999,24.969999,24.969999,0
2018-02-14,23.480000,25.719999,18.990000,19.260000,19.260000,0
2018-02-15,18.389999,20.660000,17.600000,19.129999,19.129999,0
2018-02-16,18.740000,20.990000,17.440001,19.459999,19.459999,0
2018-02-20,20.530001,21.610001,19.750000,20.600000,20.600000,0
2018-02-21,20.760000,21.040001,16.969999,20.020000,20.020000,0
2018-02-22,20.570000,20.610001,18.070000,18.719999,18.719999,0
2018-02-23,17.959999,18.799999,16.469999,16.490000,16.490000,0
2018-02-26,16.530001,16.940001,15.800000,15.800000,15.800000,0
2018-02-27,15.830000,18.980000,15.290000,18.590000,18.590000,0
2018-02-28,18.080000,20.440001,15.650000,19.850000,19.850000,0
2018-03-01,19.959999,25.299999,19.570000,22.469999,22.469999,0
2018-03-02,22.469999,26.219999,19.360001,19.590000,19.590000,0
2018-03-05,21.549999,21.570000,17.940001,18.730000,18.730000,0
2018-03-06,18.250000,19.639999,17.680000,18.360001,18.360001,0
2018-03-07,20.110001,20.490000,17.520000,17.760000,17.760000,0
2018-03-08,17.559999,17.680000,14.910000,16.540001,16.540001,0
2018-03-09,16.410000,16.750000,13.310000,14.640000,14.640000,0
2018-03-12,15.280000,16.350000,15.180000,15.780000,15.780000,0
2018-03-13,15.700000,16.980000,15.030000,16.350000,16.350000,0
2018-03-14,16.590000,17.590000,14.940000,17.230000,17.230000,0
2018-03-15,16.990000,17.410000,15.960000,16.590000,16.590000,0
2018-03-16,16.600000,16.719999,15.230000,15.800000,15.800000,0
2018-03-19,16.629999,21.870001,16.559999,19.020000,19.020000,0
2018-03-20,18.379999,19.309999,18.090000,18.200001,18.200001,0
2018-03-21,17.760000,18.370001,16.260000,17.860001,17.860001,0
2018-03-22,18.129999,23.809999,18.120001,23.340000,23.340000,0
2018-03-23,24.020000,26.010000,21.629999,24.870001,24.870001,0
2018-03-26,23.410000,24.540001,20.709999,21.030001,21.030001,0
2018-03-27,20.330000,24.059999,19.840000,22.500000,22.500000,0
2018-03-28,22.520000,24.940001,21.709999,22.870001,22.870001,0
2018-03-29,22.870001,23.049999,19.600000,19.969999,19.969999,0
2018-04-02,21.070000,25.719999,20.440001,23.620001,23.620001,0
2018-04-03,23.030001,23.379999,20.920000,21.100000,21.100000,0
2018-04-04,21.680000,24.510000,19.860001,20.059999,20.059999,0
2018-04-05,19.760000,20.209999,18.570000,18.940001,18.940001,0
2018-04-06,20.330000,23.120001,18.600000,21.490000,21.490000,0
2018-04-09,21.270000,22.020000,20.340000,21.770000,21.770000,0
2018-04-10,20.510000,21.680000,20.240000,20.469999,20.469999,0
2018-04-11,20.950001,21.660000,19.639999,20.240000,20.240000,0
2018-04-12,19.830000,19.920000,18.160000,18.490000,18.490000,0
2018-04-13,18.270000,18.450001,17.260000,17.410000,17.410000,0
2018-04-16,17.590000,17.660000,16.379999,16.559999,16.559999,0
2018-04-17,16.160000,16.270000,14.570000,15.250000,15.250000,0
2018-04-18,15.300000,16.900000,14.950000,15.600000,15.600000,0
2018-04-19,15.550000,16.920000,15.160000,15.960000,15.960000,0
2018-04-20,16.160000,17.500000,15.190000,16.879999,16.879999,0
